Date,DateTime,kW (Total),kVA (Total),kVAR (Total),PF (Total),Current (Avg),Current ®,Current (Y),Current (B),Voltage L-L,Cumulative kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 16:56,-108.59,110.43,-11.47,-0.99,144.71,140.58,155.05,138.3,423.87,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 17:11,-141.26,141.65,-4.26,-1,194.15,194.89,195.46,195.61,423.89,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 17:26,-196.29,196.56,-13.57,-1,271.34,276.68,276.05,265.23,417.66,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 17:41,-317.34,317.54,4.9,-1,450.12,452.09,444.95,451.58,407.51,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 17:56,-343.09,343.18,4.39,-1,477.23,479.38,483.03,478,415.03,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 18:11,-357.04,357.76,-3.88,-1,498.02,502.35,505.88,486.49,412.92,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 18:26,-355.65,355.95,5.02,-1,496.07,498.22,501.08,488.24,414.1,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 18:41,-343.23,342.93,-4.26,-1,477.65,472.97,477.01,472.02,416.37,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 18:56,-349.04,349.27,-4.13,-1,480.88,482.19,485.55,479.68,419.64,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 19:11,-328.63,330.53,5.98,-1,452.61,446.25,465.86,445.58,417.96,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 19:26,-324.85,323.55,-2.58,-1,447.12,439.14,459.72,447.59,418.15,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 19:41,-332.98,332.94,-2.21,-1,459.16,450.68,470.93,457.62,419.26,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 19:56,-332.8,333.12,-2.34,-1,455.86,444.9,464.32,458.32,422.11,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 20:11,-348.5,348.54,-3.73,-1,475.16,470.44,475.3,477.76,424.08,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 20:26,-331.43,331.9,5.18,-1,458.35,455.47,460.22,461.67,418.08,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 20:41,-343.53,343.76,-3.24,-1,479.6,472.59,477.98,487.24,414.14,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 20:56,-318.71,318.77,3.99,-1,452.78,450.89,452.11,454.28,406.99,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 21:11,-299.41,299.52,-3.83,-1,425.95,418.97,432.45,426.7,405.75,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 21:26,-277.58,277.68,-2.14,-1,389.58,382.69,396.09,389.6,411.25,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 21:41,-263,263.38,-3.88,-1,366.91,359.64,372.87,369.13,413.93,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 21:56,-244.71,244.89,-3.73,-1,342.78,333.25,349.71,344.76,412.38,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 22:11,-216.95,217.18,-1.63,-1,303.82,297.65,314.05,300.33,413.02,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 22:26,-201.59,201.71,-3.66,-1,283.75,283.32,285.73,282.59,411.02,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 22:41,-174.48,174.58,-2.41,-1,243.67,245.95,247.61,235.14,414.21,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 22:56,-146.87,146.89,-2.41,-1,204.3,205.76,205.95,201.05,415.95,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 23:11,-132.83,133.31,-8.08,-1,183.52,185.67,184.43,180.71,419.22,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 23:26,-96.46,96.7,2.08,-1,133,137.11,127.54,134.76,419.03,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 23:41,-63.44,63.78,2.43,-1.01,90.1,98.17,88.15,91.36,419.08,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2023,15-05-2023 23:56,-42.22,42.67,1.6,-1.01,59.03,62.7,57.34,57.36,417.23,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 00:11,-24.22,25.08,-2.02,-0.97,34.81,31.83,41.32,31.19,417.86,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 00:26,-6.74,9.99,-2.45,-0.67,13.58,10.27,18.32,12.11,423.2,979098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 00:41,6.52,9.23,1.71,0.72,12.39,10.48,14.09,12.94,423.3,979099.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 00:56,25.61,27.41,9.25,0.94,42.6,39.53,42.92,48.65,421.75,979102.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 01:11,26.49,27.35,6.82,0.97,37.23,33.18,39.33,39.33,425.99,979108.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 01:26,25.82,26.18,-1.5,1.02,36.54,39.25,30.87,39.11,413.16,979115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 01:41,20.93,21.49,-1.62,1.03,30.24,29.87,27.83,33.04,409.84,979121.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 01:56,24.21,24.78,5,0.98,35.08,32.32,29.88,42.82,408.24,979127.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 02:11,27.58,28.11,5.19,0.98,39.57,34.88,36.63,47.18,410.6,979133.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 02:26,24.56,24.95,0.98,0.99,34.83,30.43,32.94,41.05,413.01,979140.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 02:41,22.36,23.21,6,0.96,32.32,28.75,31.3,36.86,415.34,979146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 02:56,21.4,22.08,5.24,0.97,30.55,31.28,21.58,38.83,417.54,979152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 03:11,20.12,20.82,4.96,0.97,28.88,28.66,18.63,39.56,415.81,979157.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 03:26,24.2,25.42,7.56,0.95,35.32,34.97,27,43.94,415.91,979164.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 03:41,26.64,27.47,2.75,0.97,38.38,33.33,29.59,52.13,413.61,979170.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 03:56,24.49,25.16,5.49,0.97,35.04,29.08,33.9,42.18,415.11,979176.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 04:11,20.17,21.27,6.28,0.95,29.42,28.07,19.98,40.12,414.4,979182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 04:26,23.17,24.1,6.47,0.96,33.62,34.16,26.12,50.2,414.04,979187.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 04:41,15.96,16.51,3.92,0.97,23.12,22.56,15.56,31.12,412.43,979192.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 04:56,26.67,28.02,8.28,0.95,39.43,32.78,37.12,48.29,410.13,979197.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 05:11,17.3,17.92,4.24,0.97,24.99,24.53,15.89,34.67,412.78,979203.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 05:26,19.3,19.86,4.36,0.97,27.74,27.49,18.39,37.33,413.35,979208.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 05:41,16.91,17.52,4.27,0.96,24.34,24.23,15.62,33.18,415.07,979213.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 05:56,21.3,22.08,5.48,0.97,30.81,26.68,30.3,35.38,412.46,979218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 06:11,16.26,16.96,4.45,0.96,23.63,24.09,15.2,31.57,413.72,979223.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 06:26,154.86,161.07,-15.85,1.03,232.49,251.94,164.75,272.15,415.56,974290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 06:41,379.06,383.07,-12.84,1.01,536.1,554.69,490.67,595.06,412.21,974360.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 06:56,290.41,310.9,-7.64,1.02,391.23,380.31,327.5,470.41,413.38,974435.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 07:11,132.46,136.5,-10.34,1.05,182.04,192.06,125.63,242.78,415.43,974508.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 07:26,338.3,345.58,-16.23,1,507.6,546.16,501.37,626.19,417.72,974582.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 07:41,281.47,282.31,-14.92,1.02,344.87,332.98,271.41,434.28,418.87,974656.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 07:56,282.31,298.51,-14.51,1.03,375.28,386.43,277.19,449.93,416.38,974729.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 08:11,183.42,189.46,-15.34,1.03,261.39,300.13,239.19,305.57,418.49,974797.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 08:26,112.51,121.92,-5.41,1.05,187.48,200.23,134.55,223.89,418.6,974830.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 08:41,177.36,175.65,39.7,0.98,271.3,284.11,257.46,269.71,419.76,974878.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 08:56,227.98,234.71,-17.67,1.03,324.63,253.65,200.82,269.18,418.27,974950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 09:11,315.71,310.52,-17.42,1.01,501.66,527.65,410.98,559.51,415.85,975026.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 09:26,386.15,403.96,-12.66,1.01,537.49,521.71,483.75,573.76,413.89,975101.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 09:41,304.04,297.95,68.96,1.02,430.06,415.65,360.05,470.9,415.51,975175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 09:56,245.19,247.57,-13.35,1.03,372.7,423.98,354.52,492.45,415.67,975250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 10:11,298.07,295.28,14.64,0.99,408.84,516.93,489.09,527.27,417.03,975326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 10:26,393.6,412.87,-11.08,1.01,530.24,492.22,390.91,537.89,416.01,975473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 10:41,288.54,290.34,-10.81,1.01,412.17,427.29,360.87,445.43,414.78,975547.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 10:56,266.3,276.4,-15.19,0.99,383.12,534.13,456.15,548.63,415.46,975687.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 11:11,151.3,148.07,0.32,0.94,229.21,257.19,202.58,273.4,415.47,975753.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 11:26,148.92,161.14,-4.69,0.96,221.61,291.23,153.17,286.38,414.78,975824.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 11:41,379,373.43,-16.21,1.01,522.11,498.8,449.89,564.61,413.1,975897.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 11:56,245.34,245.04,12.94,1.01,353.93,345.37,333.4,414.36,417.36,975964.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 12:11,108.69,112.98,28.41,1.06,176.04,248.37,214.34,240.05,416.16,976018.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 12:26,95.07,126.45,-3.46,0.96,140.84,177.69,96.17,192.2,416.35,976050.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 12:41,56.99,67.99,-4.4,1.14,120.53,180.07,65.64,161.48,415.87,976075.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 12:56,302.98,290.08,-23.84,1.04,454.66,468.44,416.48,525.02,412.26,976112.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 13:11,341.9,353.4,42.9,0.95,490.13,486.16,380.77,568.73,409.06,976175.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 13:26,111.85,123.87,27.65,0.83,177.18,192.14,75.1,202.11,409.39,976238.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 13:41,363.3,355.25,-18.21,1.03,543.48,538.97,455.89,623.7,407.55,976298.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 13:56,246.11,263.87,26.85,0.97,376.8,385.89,307.36,419.08,405.57,976344.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 14:11,124.94,127.29,62.75,0.8,247.77,260.32,197.54,313.01,404.42,976381.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 14:26,76.31,150.63,119.9,0.72,223.14,177.08,150.36,172.84,416.13,976403.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 14:41,68.43,122.48,90.89,0.42,162.64,157.91,110.54,199.97,416.99,976423.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 14:56,-67.85,93.64,5.12,-1.93,142.45,145.47,86.23,156.23,408.55,976437.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 15:11,-78.25,91.91,33.42,-1.78,143.58,175.42,181.83,82.37,412.73,976447.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 15:26,110.22,147.98,96.61,0.66,207.41,234.05,113.59,260.43,413.08,976456.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 15:41,107.82,127.65,-11.49,1.34,179.91,187.72,119.98,234.56,419.84,976461.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 15:56,-88.47,96.89,-12.16,-1.39,131.96,130.96,189.66,72.55,417.78,976481.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 16:11,0,0,0,0,0,0,0,0,416.48,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 16:26,0,0,0,0,0,0,0,0,415.98,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 16:41,0,0,0,0,0,0,0,0,416.22,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 16:56,0,0,0,0,0,0,0,0,416.28,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 17:11,0,0,0,0,0,0,0,0,414.98,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 17:26,0,0,0,0,0,0,0,0,415.2,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 17:41,0,0,0,0,0,0,0,0,415.95,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 17:56,0,0,0,0,0,0,0,0,417.1,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 18:11,0,0,0,0,0,0,0,0,415.69,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 18:26,0,0,0,0,0,0,0,0,416.02,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 18:41,0,0,0,0,0,0,0,0,415.49,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 18:56,0,0,0,0,0,0,0,0,416.58,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 19:11,0,0,0,0,0,0,0,0,416.61,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 19:26,0,0,0,0,0,0,0,0,415.27,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
