Date,DateTime,kW (Total),kVA (Total),kVAR (Total),PF (Total),Current (Avg),Current ®,Current (Y),Current (B),Voltage L-L,Cumulative kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 19:41,0,0,0,0,0,0,0,0,416.49,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 19:56,0,0,0,0,0,0,0,0,416.57,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 20:11,0,0,0,0,0,0,0,0,416,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 20:26,0,0,0,0,0,0,0,0,415.63,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 20:41,0,0,0,0,0,0,0,0,415.87,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 20:56,0,0,0,0,0,0,0,0,416.09,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 21:11,0,0,0,0,0,0,0,0,416.66,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 21:26,0,0,0,0,0,0,0,0,415.43,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 21:41,0,0,0,0,0,0,0,0,415.36,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 21:56,0,0,0,0,0,0,0,0,415.77,976490.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 22:11,270.49,302.15,-7.16,1.04,381.96,407.33,342.54,447.07,418.72,976538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 22:26,219.45,222.01,-11.03,1.03,300.79,311.22,248.43,337.89,419.55,976608.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 22:41,280.73,270.57,-31.42,0.96,429.57,500.56,376.5,518.01,419.72,976676.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 22:56,141.28,143.41,-0.03,0.96,206.06,233.61,148.72,239.8,422.77,976714.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 23:11,238.94,247.52,-3.19,1.06,284.73,366.79,280.75,463.09,415.71,976815.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 23:26,0,0,0,0,0,0,0,0,416.08,976888.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 23:41,0,0,0,0,0,0,0,0,416.59,976888.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2023,16-05-2023 23:56,0,0,0,0,0,0,0,0,415.7,976888.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 00:11,0,0,0,0,0,0,0,0,416.4,976888.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 00:26,0,0,0,0,0,0,0,0,415.66,976888.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 00:41,253.85,222.78,-16.77,1.05,359.64,382.75,336.79,362.77,416.82,976897.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 00:56,258.25,266.45,-20.27,1.03,374.94,381.92,299.93,446.84,408.59,976932.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 01:11,393.33,340.17,-9.02,1.03,581.32,589.54,487.91,677.62,405.99,977000.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 01:26,199.34,243.46,-2.41,0.94,297.17,321.15,217.35,367.86,404.69,977068.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 01:41,402.02,408.06,-18.36,1.02,567.59,564.87,490.02,648.88,413.16,977213.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 01:56,284.4,289.8,-10.49,0.99,414.75,450.41,394.52,491.16,413.76,977285.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 02:11,385.16,397.47,0.19,0.98,547.44,565.92,451.3,636.34,415.57,977358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 02:26,393.76,405.32,-5.5,1.02,561.67,564.95,451.55,639.17,414.21,977428.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 02:41,404.37,437.79,6.66,0.98,497.62,487.61,428.58,570.03,420.05,969860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 02:56,321.2,329.81,27.19,0.97,451.96,424.41,377.3,521.57,420.92,969937.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 03:11,253.84,283.68,125.25,1.02,360.65,348.01,287.01,420.46,420.9,970013.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 03:26,394.93,395.92,70.38,0.98,587.23,588.91,514.05,668.56,424.44,970091.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 03:41,410.01,420.54,75.39,0.97,566.75,584.08,527.32,671,427.35,970168.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 03:56,277.9,298.04,63.33,0.98,385.68,363.05,323.17,446.76,428.16,970246.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 04:11,198.85,237.76,30.7,0.96,298.14,404.32,346.86,479.2,430.06,970322.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 04:26,182.41,194.76,-8.75,1.05,256.63,270.96,205.53,329.37,430.84,970397.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 04:41,109.37,128.12,-38.98,1.11,173.62,149.2,133.84,233.74,429.81,970442.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 04:56,235.87,237.3,-26.74,1.03,308.99,303.7,241.88,379.05,428.11,970476.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 05:11,156.79,179.87,-10.08,1.06,293.17,315.33,263.55,404.71,429.3,970543.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 05:26,190.21,199.58,-1.12,0.94,266.55,260.72,189.03,332.26,430,970616.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 05:41,416.06,405.33,-20.18,1.01,534.24,521.7,452.31,600.46,427.25,970691.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 05:56,342.69,381.29,-14.84,0.97,436.12,499.7,396.44,547.35,426.46,970774.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 06:11,238.37,244.26,-5.09,0.98,355.97,364.45,310.06,437.96,415.1,970935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 06:26,393.7,395.04,-19.8,0.99,580.73,599.09,537.25,669.91,413.57,971013.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 06:41,224.82,228.15,-2.93,0.98,347.14,353.01,283.25,457.55,412.59,971089.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 06:56,293.67,306.42,28.09,0.98,426.95,445.69,343.57,480.62,409.18,971161.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 07:11,333.53,313.4,5.7,0.98,503.98,547.87,458.41,593.49,409.84,971230.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 07:26,376,378.54,61.84,1.03,527.08,521.94,469.2,596.75,408.82,971297.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 07:41,279.27,271.57,0.05,1.02,395.41,439.98,381.95,520.01,411.26,971366.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 07:56,142.85,167.54,-7.07,0.94,219.3,201.15,162.51,292.64,410.25,971447.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 08:11,290.62,291.83,-6.87,1.02,414.64,419.07,346.8,491.83,408.22,971522.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 08:26,281.87,284.03,32.24,0.98,409.78,439.87,359.13,477.19,406.06,971593.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 08:41,107.37,110.26,-22.67,1.08,151.86,120.03,110.64,220.75,411.37,971644.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 08:56,99.69,114.53,-30.34,1.14,172.02,127.94,140.64,244.15,412.06,971670.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 09:11,70.75,83.26,-18.68,1.23,121.97,106.28,90.24,165.61,412.9,971693.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 09:26,161,160.71,17.62,0.93,248.06,242.23,235.58,305.05,405.69,971726.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 09:41,196.94,205.96,-10.94,1.04,293.85,303.66,239.03,347.83,403.02,971779.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 09:56,206.3,162.69,1.09,0.89,258.47,240.31,192.28,322.42,410.15,971829.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 10:11,128.05,155.84,-1.7,0.93,212.59,277.18,164.57,334.7,407.63,971870.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 10:26,150.87,161.95,-25.05,1.1,222.61,235.39,125.5,310.8,409.35,971905.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 10:41,17.13,110.59,31.16,1.26,95.01,70.06,69.43,114.66,418.79,971933.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 10:56,156.38,169.04,38.01,1.11,156.99,162.21,98.85,199.08,425.94,971968.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 11:11,76.35,118.85,45.1,0.85,160.47,202.89,74.47,227.17,421.53,971997.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 11:26,38.73,106.05,-39.17,1.54,151.71,113.38,130.3,204.2,416.13,972019.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 11:41,123.35,163.6,-0.53,0.28,199.88,229.01,65.67,233.95,410.2,972031.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 11:56,-67.08,114.51,5.61,-0.88,132.53,141.37,130.61,104.85,411.84,972041.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 12:11,63.38,111.27,-7.93,1.23,150.22,177.63,93.52,197.73,425.13,972047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 12:26,51.83,147.36,107.46,1.31,170.01,219.87,81.08,200.32,423.22,972051.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 12:41,-56.67,88.04,-0.77,-1.39,126.81,151.29,156.9,75.19,422.3,972054.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 12:56,-67.44,107.6,46.99,-1.81,162.71,193.94,222.27,42.56,425.48,972058.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 13:11,-54.99,107.85,-7.84,0.24,151.45,149.82,212.32,89.81,422.23,972061.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 13:26,-51.56,89.15,-1.85,-0.6,124.32,171.61,167.12,81.54,423.71,972063.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 13:41,-97.56,128.87,-4.01,-0.84,182.07,195.33,264.34,78.5,423.96,972066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 13:56,-215.47,224.82,-4.31,-0.99,299.99,331.36,377.15,258.08,425.14,972066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 14:11,-156.05,175.34,-6.19,-0.9,231.32,235.88,313.62,118.6,428.89,972066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 14:26,-34.89,135.83,106.21,0.5,112.64,119.31,147.48,91.19,420.79,972066.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 14:41,-84.12,116.09,4.24,-1.54,175.54,203.25,214,80.81,422.08,972069.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 14:56,31.77,100.9,89.56,-1.7,113.54,130.18,122.61,75.86,420.53,972072.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 15:11,38.03,110.33,48.2,0.13,167.6,203.11,77.4,167.23,429.74,972075.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 15:26,-50.74,109.46,46.11,-1.48,164.19,222.82,142.12,135.23,420.59,972080.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 15:41,-82.56,120.48,-18.4,-0.61,152.98,151.46,215.45,90.51,424.17,972091.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 15:56,19.64,120.21,95.39,0.09,158.03,212.94,115.85,142.72,413.78,972099.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 16:11,-93.18,139.25,-2.29,-1.38,179.87,210.38,261.76,92.45,411.62,972104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 16:26,11.31,108.19,88.36,0.12,155.62,228.91,83.84,175.06,405.03,972106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 16:41,86.43,122.39,-0.43,0.83,169.15,212.97,92.67,204.54,410.43,972118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 16:56,18.18,104.29,110.13,0.16,134.91,174.78,105.94,131.95,406.03,972125.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 17:11,-1.72,89.47,37.57,0.18,123.17,162.55,118.56,93.42,413.61,972131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 17:26,-18.55,79.2,29.92,-1.18,101.34,158.33,91.66,86.44,414.87,972136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 17:41,123.58,161.06,40.69,0.88,199.21,228.9,86.14,273.54,414.76,972146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 17:56,-28.91,89.06,1.77,-1.54,126.23,136.9,175.54,64.98,415.34,972156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 18:11,247.73,278.25,44.16,1.12,387.95,379.86,257.49,448.87,416.83,972207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 18:26,111.96,132.58,4.78,0.64,183.3,196.09,81.6,250.48,419.07,972248.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 18:41,195.99,180.19,-2.82,1.33,301.31,371.55,221.13,395.56,420.31,972288.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 18:56,299.22,287.67,5.91,0.96,425.06,449.8,288.73,484.73,422.05,972399.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 19:11,364.85,376.29,-8.83,1.04,554.93,549.72,440.89,617.91,421.77,972471.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 19:26,396.3,401.68,-3.47,0.98,559.88,563.19,478.71,654.42,419.6,972542.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 19:41,312.82,312.83,1.84,0.96,422.35,391.28,270.4,424.07,422.42,972608.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 19:56,355.7,329.2,40.13,1.03,433.12,420.27,375.28,514.2,423.15,972684.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 20:11,185.91,192.48,-6.25,1.04,267.24,257.71,218.11,306.63,422.89,972909.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 20:26,341.82,351.72,-10.77,1.01,408.5,361.01,339.95,419.52,419.92,972975.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 20:41,192.92,209.26,30.59,0.97,256.13,260.57,213.53,306.32,424.13,973120.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 20:56,158.3,151.75,-35.32,0.96,212.47,225.11,144.1,244.36,428.7,973352.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 21:11,145,152.25,-9.36,1.02,201.99,198.01,157.84,220.73,429.02,973437.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 21:26,168.78,167.94,-4.78,1.02,240.66,247.65,209.3,297.96,427.72,973477.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 21:41,407.18,417.75,20.29,0.99,535.77,575.83,540.21,617.15,425.87,973553.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 21:56,266.35,299.34,-0.42,1.05,349.77,396.11,252.61,447.1,418.99,973631.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2023,17-05-2023 22:11,385.53,351.13,-17.96,1.01,551.22,535.05,480.98,609.71,414.78,973710.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
